-8.136800, 115.108900, 320m
-8.136755, 115.108945, 322m
-8.136710, 115.108990, 324m
-8.136665, 115.109035, 326m
-8.136620, 115.109080, 328m
-8.136575, 115.109125, 330m
-8.136530, 115.109170, 332m
-8.136485, 115.109215, 334m
-8.136440, 115.109260, 336m
-8.136395, 115.109305, 338m
-8.136350, 115.109350, 340m
-8.136305, 115.109395, 342m
-8.136260, 115.109440, 344m
-8.136215, 115.109485, 346m
-8.136170, 115.109530, 348m
-8.136125, 115.109575, 350m
-8.136080, 115.109620, 352m
-8.136035, 115.109665, 354m
-8.135990, 115.109710, 356m
-8.135945, 115.109755, 358m
-8.135900, 115.109800, 360m
-8.135855, 115.109845, 362m
-8.135810, 115.109890, 364m
-8.135765, 115.109935, 366m
-8.135720, 115.109980, 368m
-8.135675, 115.110025, 370m
-8.135630, 115.110070, 372m
-8.135585, 115.110115, 374m
-8.135540, 115.110160, 376m
-8.135495, 115.110205, 378m
-8.135450, 115.110250, 380m
-8.135405, 115.110295, 382m
-8.135360, 115.110340, 384m
-8.135315, 115.110385, 386m
-8.135270, 115.110430, 388m
-8.135225, 115.110475, 390m
-8.135180, 115.110520, 392m
-8.135135, 115.110565, 394m
-8.135090, 115.110610, 396m
-8.135045, 115.110655, 398m
-8.135000, 115.110700, 400m
-8.134955, 115.110745, 402m
-8.134910, 115.110790, 404m
-8.134865, 115.110835, 406m
-8.134820, 115.110880, 408m
-8.134775, 115.110925, 410m
-8.134730, 115.110970, 412m
-8.134685, 115.111015, 414m
-8.134640, 115.111060, 416m
-8.134595, 115.111105, 418m
-8.134550, 115.111150, 420m
-8.134505, 115.111195, 422m
-8.134460, 115.111240, 424m
-8.134415, 115.111285, 426m
-8.134370, 115.111330, 428m
-8.134325, 115.111375, 430m
-8.134280, 115.111420, 432m
-8.134235, 115.111465, 434m
-8.134190, 115.111510, 436m
-8.134145, 115.111555, 438m
-8.134100, 115.111600, 440m
-8.134055, 115.111645, 442m
-8.134010, 115.111690, 444m
-8.133965, 115.111735, 446m
-8.133920, 115.111780, 448m
-8.133875, 115.111825, 450m
-8.133830, 115.111870, 452m
-8.133785, 115.111915, 454m
-8.133740, 115.111960, 456m
-8.133695, 115.112005, 458m
-8.133650, 115.112050, 460m
-8.133605, 115.112095, 462m
-8.133560, 115.112140, 464m
-8.133515, 115.112185, 466m
-8.133470, 115.112230, 468m
-8.133425, 115.112275, 470m
-8.133380, 115.112320, 472m
-8.133335, 115.112365, 474m
-8.133290, 115.112410, 476m
-8.133245, 115.112455, 478m
