-8.166667, 115.100000, 400m
-8.166567, 115.100100, 402m
-8.166467, 115.100200, 404m
-8.166367, 115.100300, 406m
-8.166267, 115.100400, 408m
-8.166167, 115.100500, 410m
-8.166067, 115.100600, 412m
-8.165967, 115.100700, 414m
-8.165867, 115.100800, 416m
-8.165767, 115.100900, 418m
-8.165667, 115.101000, 420m
-8.165567, 115.101100, 422m
-8.165467, 115.101200, 424m
-8.165367, 115.101300, 426m
-8.165267, 115.101400, 428m
-8.165167, 115.101500, 430m
-8.165067, 115.101600, 432m
-8.164967, 115.101700, 434m
-8.164867, 115.101800, 436m
-8.164767, 115.101900, 438m
-8.164667, 115.102000, 440m
-8.164567, 115.102100, 442m
-8.164467, 115.102200, 444m
-8.164367, 115.102300, 446m
-8.164267, 115.102400, 448m
-8.164167, 115.102500, 450m
-8.164067, 115.102600, 452m
-8.163967, 115.102700, 454m
-8.163867, 115.102800, 456m
-8.163767, 115.102900, 458m
-8.163667, 115.103000, 460m
-8.163567, 115.103100, 462m
-8.163467, 115.103200, 464m
-8.163367, 115.103300, 466m
-8.163267, 115.103400, 468m
-8.163167, 115.103500, 470m
-8.163067, 115.103600, 472m
-8.162967, 115.103700, 474m
-8.162867, 115.103800, 476m
-8.162767, 115.103900, 478m
-8.162667, 115.104000, 480m
-8.162567, 115.104100, 482m
-8.162467, 115.104200, 484m
-8.162367, 115.104300, 486m
-8.162267, 115.104400, 488m
-8.162167, 115.104500, 490m
-8.162067, 115.104600, 492m
-8.161967, 115.104700, 494m
-8.161867, 115.104800, 496m
-8.161767, 115.104900, 498m
-8.161667, 115.105000, 500m
-8.161567, 115.105100, 502m
-8.161467, 115.105200, 504m
-8.161367, 115.105300, 506m
-8.161267, 115.105400, 508m
-8.161167, 115.105500, 510m
-8.161067, 115.105600, 512m
-8.160967, 115.105700, 514m
-8.160867, 115.105800, 516m
-8.160767, 115.105900, 518m
-8.160667, 115.106000, 520m
-8.160567, 115.106100, 522m
-8.160467, 115.106200, 524m
-8.160367, 115.106300, 526m
-8.160267, 115.106400, 528m
-8.160167, 115.106500, 530m
-8.160067, 115.106600, 532m
-8.159967, 115.106700, 534m
-8.159867, 115.106800, 536m
-8.159767, 115.106900, 538m
-8.159667, 115.107000, 540m
-8.159567, 115.107100, 542m
-8.159467, 115.107200, 544m
-8.159367, 115.107300, 546m
-8.159267, 115.107400, 548m
-8.159167, 115.107500, 550m
-8.159067, 115.107600, 552m
-8.158967, 115.107700, 554m
-8.158867, 115.107800, 556m
-8.158767, 115.107900, 558m
-8.158667, 115.108000, 560m
-8.158567, 115.108100, 562m
-8.158467, 115.108200, 564m
-8.158367, 115.108300, 566m
-8.158267, 115.108400, 568m
-8.158167, 115.108500, 570m
-8.158067, 115.108600, 572m
-8.157967, 115.108700, 574m
