-8.147965, 115.075817, 320m
-8.147920, 115.075862, 322m
-8.147875, 115.075907, 324m
-8.147830, 115.075952, 326m
-8.147785, 115.075997, 328m
-8.147740, 115.076042, 330m
-8.147695, 115.076087, 332m
-8.147650, 115.076132, 334m
-8.147605, 115.076177, 336m
-8.147560, 115.076222, 338m
-8.147515, 115.076267, 340m
-8.147470, 115.076312, 342m
-8.147425, 115.076357, 344m
-8.147380, 115.076402, 346m
-8.147335, 115.076447, 348m
-8.147290, 115.076492, 350m
-8.147245, 115.076537, 352m
-8.147200, 115.076582, 354m
-8.147155, 115.076627, 356m
-8.147110, 115.076672, 358m
-8.147065, 115.076717, 360m
-8.147020, 115.076762, 362m
-8.146975, 115.076807, 364m
-8.146930, 115.076852, 366m
-8.146885, 115.076897, 368m
-8.146840, 115.076942, 370m
-8.146795, 115.076987, 372m
-8.146750, 115.077032, 374m
-8.146705, 115.077077, 376m
-8.146660, 115.077122, 378m
-8.146615, 115.077167, 380m
-8.146570, 115.077212, 382m
-8.146525, 115.077257, 384m
-8.146480, 115.077302, 386m
-8.146435, 115.077347, 388m
-8.146390, 115.077392, 390m
-8.146345, 115.077437, 392m
-8.146300, 115.077482, 394m
-8.146255, 115.077527, 396m
-8.146210, 115.077572, 398m
-8.146165, 115.077617, 400m
-8.146120, 115.077662, 402m
-8.146075, 115.077707, 404m
-8.146030, 115.077752, 406m
-8.145985, 115.077797, 408m
-8.145940, 115.077842, 410m
-8.145895, 115.077887, 412m
-8.145850, 115.077932, 414m
-8.145805, 115.077977, 416m
-8.145760, 115.078022, 418m
-8.145715, 115.078067, 420m
-8.145670, 115.078112, 422m
-8.145625, 115.078157, 424m
-8.145580, 115.078202, 426m
-8.145535, 115.078247, 428m
-8.145490, 115.078292, 430m
-8.145445, 115.078337, 432m
-8.145400, 115.078382, 434m
-8.145355, 115.078427, 436m
-8.145310, 115.078472, 438m
-8.145265, 115.078517, 440m
-8.145220, 115.078562, 442m
-8.145175, 115.078607, 444m
-8.145130, 115.078652, 446m
-8.145085, 115.078697, 448m
-8.145040, 115.078742, 450m
-8.144995, 115.078787, 452m
-8.144950, 115.078832, 454m
-8.144905, 115.078877, 456m
-8.144860, 115.078922, 458m
-8.144815, 115.078967, 460m
-8.144770, 115.079012, 462m
-8.144725, 115.079057, 464m
-8.144680, 115.079102, 466m
-8.144635, 115.079147, 468m
-8.144590, 115.079192, 470m
-8.144545, 115.079237, 472m
-8.144500, 115.079282, 474m
-8.144455, 115.079327, 476m
-8.144410, 115.079372, 478m
-8.144365, 115.079417, 480m
