-8.173906, 115.135678, 475m
-8.174002, 115.135780, 477m
-8.173800, 115.135900, 478m
-8.174100, 115.135600, 473m
-8.173700, 115.135500, 476m
-8.174300, 115.135400, 474m
-8.174000, 115.135200, 471m
-8.173600, 115.135800, 479m
-8.173500, 115.136000, 480m
-8.174200, 115.136100, 478m
-8.173900, 115.136300, 481m
-8.174400, 115.136400, 479m
-8.174600, 115.136200, 477m
-8.174700, 115.135900, 476m
-8.174800, 115.135600, 474m
-8.174900, 115.135300, 472m
-8.175000, 115.135000, 470m
-8.175100, 115.134700, 468m
-8.175200, 115.134400, 466m
-8.175300, 115.134100, 464m
-8.175400, 115.133800, 462m
-8.175500, 115.133500, 460m
-8.175600, 115.133200, 458m
-8.175700, 115.132900, 456m
-8.175800, 115.132600, 455m
-8.175900, 115.132300, 453m
-8.176000, 115.132000, 451m
-8.176100, 115.131700, 449m
-8.176200, 115.131400, 448m
-8.176300, 115.131100, 447m
-8.176400, 115.130800, 445m
-8.176500, 115.130500, 444m
-8.176600, 115.130200, 443m
-8.176700, 115.129900, 441m
-8.176800, 115.129600, 440m
-8.176900, 115.129300, 439m
-8.177000, 115.129000, 438m
-8.177100, 115.128700, 437m
-8.177200, 115.128400, 436m
-8.177300, 115.128100, 435m
-8.177400, 115.127800, 434m
-8.177500, 115.127500, 433m
-8.177600, 115.127200, 432m
-8.177700, 115.126900, 431m
-8.177800, 115.126600, 430m
-8.177900, 115.126300, 429m
-8.178000, 115.126000, 428m
-8.178100, 115.125700, 427m
-8.178200, 115.125400, 426m
-8.178300, 115.125100, 425m
-8.178400, 115.124800, 424m
-8.178500, 115.124500, 423m
-8.178600, 115.124200, 422m
-8.178700, 115.123900, 421m
-8.178800, 115.123600, 420m
-8.178900, 115.123300, 419m
-8.179000, 115.123000, 418m
-8.179100, 115.122700, 417m
-8.179200, 115.122400, 416m
-8.179300, 115.122100, 415m
-8.179400, 115.121800, 414m
-8.179500, 115.121500, 413m
-8.179600, 115.121200, 412m
-8.179700, 115.120900, 411m
-8.179800, 115.120600, 410m
-8.179900, 115.120300, 409m
-8.180000, 115.120000, 408m
-8.180100, 115.119700, 407m
-8.180200, 115.119400, 406m
-8.180300, 115.119100, 405m
-8.180400, 115.118800, 404m
