-8.130900, 115.108300, 290m
-8.130855, 115.108345, 292m
-8.130810, 115.108390, 294m
-8.130765, 115.108435, 296m
-8.130720, 115.108480, 298m
-8.130675, 115.108525, 300m
-8.130630, 115.108570, 302m
-8.130585, 115.108615, 304m
-8.130540, 115.108660, 306m
-8.130495, 115.108705, 308m
-8.130450, 115.108750, 310m
-8.130405, 115.108795, 312m
-8.130360, 115.108840, 314m
-8.130315, 115.108885, 316m
-8.130270, 115.108930, 318m
-8.130225, 115.108975, 320m
-8.130180, 115.109020, 322m
-8.130135, 115.109065, 324m
-8.130090, 115.109110, 326m
-8.130045, 115.109155, 328m
-8.130000, 115.109200, 330m
-8.129955, 115.109245, 332m
-8.129910, 115.109290, 334m
-8.129865, 115.109335, 336m
-8.129820, 115.109380, 338m
-8.129775, 115.109425, 340m
-8.129730, 115.109470, 342m
-8.129685, 115.109515, 344m
-8.129640, 115.109560, 346m
-8.129595, 115.109605, 348m
-8.129550, 115.109650, 350m
-8.129505, 115.109695, 352m
-8.129460, 115.109740, 354m
-8.129415, 115.109785, 356m
-8.129370, 115.109830, 358m
-8.129325, 115.109875, 360m
-8.129280, 115.109920, 362m
-8.129235, 115.109965, 364m
-8.129190, 115.110010, 366m
-8.129145, 115.110055, 368m
-8.129100, 115.110100, 370m
-8.129055, 115.110145, 372m
-8.129010, 115.110190, 374m
-8.128965, 115.110235, 376m
-8.128920, 115.110280, 378m
-8.128875, 115.110325, 380m
-8.128830, 115.110370, 382m
-8.128785, 115.110415, 384m
-8.128740, 115.110460, 386m
-8.128695, 115.110505, 388m
-8.128650, 115.110550, 390m
-8.128605, 115.110595, 392m
-8.128560, 115.110640, 394m
-8.128515, 115.110685, 396m
-8.128470, 115.110730, 398m
-8.128425, 115.110775, 400m
-8.128380, 115.110820, 402m
-8.128335, 115.110865, 404m
-8.128290, 115.110910, 406m
-8.128245, 115.110955, 408m
-8.128200, 115.111000, 410m
-8.128155, 115.111045, 412m
-8.128110, 115.111090, 414m
-8.128065, 115.111135, 416m
-8.128020, 115.111180, 418m
-8.127975, 115.111225, 420m
-8.127930, 115.111270, 422m
-8.127885, 115.111315, 424m
-8.127840, 115.111360, 426m
-8.127795, 115.111405, 428m
-8.127750, 115.111450, 430m
-8.127705, 115.111495, 432m
-8.127660, 115.111540, 434m
-8.127615, 115.111585, 436m
-8.127570, 115.111630, 438m
-8.127525, 115.111675, 440m
-8.127480, 115.111720, 442m
-8.127435, 115.111765, 444m
