-8.226900, 115.150933, 1422m
-8.226800, 115.151033, 1424m
-8.226700, 115.151133, 1426m
-8.226600, 115.151233, 1428m
-8.226500, 115.151333, 1430m
-8.226400, 115.151433, 1432m
-8.226300, 115.151533, 1434m
-8.226200, 115.151633, 1436m
-8.226100, 115.151733, 1438m
-8.226000, 115.151833, 1440m
-8.225900, 115.151933, 1442m
-8.225800, 115.152033, 1444m
-8.225700, 115.152133, 1446m
-8.225600, 115.152233, 1448m
-8.225500, 115.152333, 1450m
-8.225400, 115.152433, 1452m
-8.225300, 115.152533, 1454m
-8.225200, 115.152633, 1456m
-8.225100, 115.152733, 1458m
-8.225000, 115.152833, 1460m
-8.224900, 115.152933, 1462m
-8.224800, 115.153033, 1464m
-8.224700, 115.153133, 1466m
-8.224600, 115.153233, 1468m
-8.224500, 115.153333, 1470m
-8.224400, 115.153433, 1472m
-8.224300, 115.153533, 1474m
-8.224200, 115.153633, 1476m
-8.224100, 115.153733, 1478m
-8.224000, 115.153833, 1480m
-8.223900, 115.153933, 1482m
-8.223800, 115.154033, 1484m
-8.223700, 115.154133, 1486m
-8.223600, 115.154233, 1488m
-8.223500, 115.154333, 1490m
-8.223400, 115.154433, 1492m
-8.223300, 115.154533, 1494m
-8.223200, 115.154633, 1496m
-8.223100, 115.154733, 1498m
-8.223000, 115.154833, 1500m
-8.222900, 115.154933, 1502m
-8.222800, 115.155033, 1504m
-8.222700, 115.155133, 1506m
-8.222600, 115.155233, 1508m
-8.222500, 115.155333, 1510m
-8.222400, 115.155433, 1512m
-8.222300, 115.155533, 1514m
-8.222200, 115.155633, 1516m
-8.222100, 115.155733, 1518m
-8.222000, 115.155833, 1520m
-8.221900, 115.155933, 1522m
-8.221800, 115.156033, 1524m
-8.221700, 115.156133, 1526m
-8.221600, 115.156233, 1528m
-8.221500, 115.156333, 1530m
-8.221400, 115.156433, 1532m
-8.221300, 115.156533, 1534m
-8.221200, 115.156633, 1536m
-8.221100, 115.156733, 1538m
-8.221000, 115.156833, 1540m
-8.220900, 115.156933, 1542m
-8.220800, 115.157033, 1544m
-8.220700, 115.157133, 1546m
-8.220600, 115.157233, 1548m
-8.220500, 115.157333, 1550m
-8.220400, 115.157433, 1552m
-8.220300, 115.157533, 1554m
-8.220200, 115.157633, 1556m
-8.220100, 115.157733, 1558m
-8.220000, 115.157833, 1560m
