-8.154373, 115.136770, 420m
-8.154273, 115.136870, 422m
-8.154173, 115.136970, 424m
-8.154073, 115.137070, 426m
-8.153973, 115.137170, 428m
-8.153873, 115.137270, 430m
-8.153773, 115.137370, 432m
-8.153673, 115.137470, 434m
-8.153573, 115.137570, 436m
-8.153473, 115.137670, 438m
-8.153373, 115.137770, 440m
-8.153273, 115.137870, 442m
-8.153173, 115.137970, 444m
-8.153073, 115.138070, 446m
-8.152973, 115.138170, 448m
-8.152873, 115.138270, 450m
-8.152773, 115.138370, 452m
-8.152673, 115.138470, 454m
-8.152573, 115.138570, 456m
-8.152473, 115.138670, 458m
-8.152373, 115.138770, 460m
-8.152273, 115.138870, 462m
-8.152173, 115.138970, 464m
-8.152073, 115.139070, 466m
-8.151973, 115.139170, 468m
-8.151873, 115.139270, 470m
-8.151773, 115.139370, 472m
-8.151673, 115.139470, 474m
-8.151573, 115.139570, 476m
-8.151473, 115.139670, 478m
-8.151373, 115.139770, 480m
-8.151273, 115.139870, 482m
-8.151173, 115.139970, 484m
-8.151073, 115.140070, 486m
-8.150973, 115.140170, 488m
-8.150873, 115.140270, 490m
-8.150773, 115.140370, 492m
-8.150673, 115.140470, 494m
-8.150573, 115.140570, 496m
-8.150473, 115.140670, 498m
-8.150373, 115.140770, 500m
-8.150273, 115.140870, 502m
-8.150173, 115.140970, 504m
-8.150073, 115.141070, 506m
-8.149973, 115.141170, 508m
-8.149873, 115.141270, 510m
-8.149773, 115.141370, 512m
-8.149673, 115.141470, 514m
-8.149573, 115.141570, 516m
-8.149473, 115.141670, 518m
-8.149373, 115.141770, 520m
-8.149273, 115.141870, 522m
-8.149173, 115.141970, 524m
-8.149073, 115.142070, 526m
-8.148973, 115.142170, 528m
-8.148873, 115.142270, 530m
-8.148773, 115.142370, 532m
-8.148673, 115.142470, 534m
-8.148573, 115.142570, 536m
-8.148473, 115.142670, 538m
-8.148373, 115.142770, 540m
-8.148273, 115.142870, 542m
-8.148173, 115.142970, 544m
-8.148073, 115.143070, 546m
-8.147973, 115.143170, 548m
-8.147873, 115.143270, 550m
-8.147773, 115.143370, 552m
-8.147673, 115.143470, 554m
-8.147573, 115.143570, 556m
-8.147473, 115.143670, 558m
-8.147373, 115.143770, 560m
-8.147273, 115.143870, 562m
-8.147173, 115.143970, 564m
-8.147073, 115.144070, 566m
-8.146973, 115.144170, 568m
-8.146873, 115.144270, 570m
-8.146773, 115.144370, 572m
-8.146673, 115.144470, 574m
-8.146573, 115.144570, 576m
-8.146473, 115.144670, 578m
-8.146373, 115.144770, 580m
-8.146273, 115.144870, 582m
-8.146173, 115.144970, 584m
-8.146073, 115.145070, 586m
-8.145973, 115.145170, 588m
-8.145873, 115.145270, 590m
-8.145773, 115.145370, 592m
-8.145673, 115.145470, 594m
-8.145573, 115.145570, 596m
-8.145473, 115.145670, 598m
-8.145373, 115.145770, 600m
