-8.261111, 115.125278, 1200m
-8.261011, 115.125378, 1202m
-8.260911, 115.125478, 1204m
-8.260811, 115.125578, 1206m
-8.260711, 115.125678, 1208m
-8.260611, 115.125778, 1210m
-8.260511, 115.125878, 1212m
-8.260411, 115.125978, 1214m
-8.260311, 115.126078, 1216m
-8.260211, 115.126178, 1218m
-8.260111, 115.126278, 1220m
-8.260011, 115.126378, 1222m
-8.259911, 115.126478, 1224m
-8.259811, 115.126578, 1226m
-8.259711, 115.126678, 1228m
-8.259611, 115.126778, 1230m
-8.259511, 115.126878, 1232m
-8.259411, 115.126978, 1234m
-8.259311, 115.127078, 1236m
-8.259211, 115.127178, 1238m
-8.259111, 115.127278, 1240m
-8.259011, 115.127378, 1242m
-8.258911, 115.127478, 1244m
-8.258811, 115.127578, 1246m
-8.258711, 115.127678, 1248m
-8.258611, 115.127778, 1250m
-8.258511, 115.127878, 1252m
-8.258411, 115.127978, 1254m
-8.258311, 115.128078, 1256m
-8.258211, 115.128178, 1258m
-8.258111, 115.128278, 1260m
-8.258011, 115.128378, 1262m
-8.257911, 115.128478, 1264m
-8.257811, 115.128578, 1266m
-8.257711, 115.128678, 1268m
-8.257611, 115.128778, 1270m
-8.257511, 115.128878, 1272m
-8.257411, 115.128978, 1274m
-8.257311, 115.129078, 1276m
-8.257211, 115.129178, 1278m
-8.257111, 115.129278, 1280m
-8.257011, 115.129378, 1282m
-8.256911, 115.129478, 1284m
-8.256811, 115.129578, 1286m
-8.256711, 115.129678, 1288m
-8.256611, 115.129778, 1290m
-8.256511, 115.129878, 1292m
-8.256411, 115.129978, 1294m
-8.256311, 115.130078, 1296m
-8.256211, 115.130178, 1298m
-8.256111, 115.130278, 1300m
-8.256011, 115.130378, 1302m
-8.255911, 115.130478, 1304m
-8.255811, 115.130578, 1306m
-8.255711, 115.130678, 1308m
-8.255611, 115.130778, 1310m
-8.255511, 115.130878, 1312m
-8.255411, 115.130978, 1314m
-8.255311, 115.131078, 1316m
-8.255211, 115.131178, 1318m
-8.255111, 115.131278, 1320m
-8.255011, 115.131378, 1322m
-8.254911, 115.131478, 1324m
-8.254811, 115.131578, 1326m
-8.254711, 115.131678, 1328m
-8.254611, 115.131778, 1330m
-8.254511, 115.131878, 1332m
-8.254411, 115.131978, 1334m
-8.254311, 115.132078, 1336m
-8.254211, 115.132178, 1338m
-8.254111, 115.132278, 1340m
-8.254011, 115.132378, 1342m
-8.253911, 115.132478, 1344m
-8.253811, 115.132578, 1346m
-8.253711, 115.132678, 1348m
-8.253611, 115.132778, 1350m
-8.253511, 115.132878, 1352m
-8.253411, 115.132978, 1354m
-8.253311, 115.133078, 1356m
-8.253211, 115.133178, 1358m
-8.253111, 115.133278, 1360m
-8.253011, 115.133378, 1362m
-8.252911, 115.133478, 1364m
-8.252811, 115.133578, 1366m
-8.252711, 115.133678, 1368m
-8.252611, 115.133778, 1370m
-8.252511, 115.133878, 1372m
-8.252411, 115.133978, 1374m
-8.252311, 115.134078, 1376m
-8.252211, 115.134178, 1378m
-8.252111, 115.134278, 1380m
-8.252011, 115.134378, 1382m
-8.251911, 115.134478, 1384m
-8.251811, 115.134578, 1386m
-8.251711, 115.134678, 1388m
-8.251611, 115.134778, 1390m
