-8.182949, 115.041412, 400m
-8.182904, 115.041457, 402m
-8.182859, 115.041502, 404m
-8.182814, 115.041547, 406m
-8.182769, 115.041592, 408m
-8.182724, 115.041637, 410m
-8.182679, 115.041682, 412m
-8.182634, 115.041727, 414m
-8.182589, 115.041772, 416m
-8.182544, 115.041817, 418m
-8.182499, 115.041862, 420m
-8.182454, 115.041907, 422m
-8.182409, 115.041952, 424m
-8.182364, 115.041997, 426m
-8.182319, 115.042042, 428m
-8.182274, 115.042087, 430m
-8.182229, 115.042132, 432m
-8.182184, 115.042177, 434m
-8.182139, 115.042222, 436m
-8.182094, 115.042267, 438m
-8.182049, 115.042312, 440m
-8.182004, 115.042357, 442m
-8.181959, 115.042402, 444m
-8.181914, 115.042447, 446m
-8.181869, 115.042492, 448m
-8.181824, 115.042537, 450m
-8.181779, 115.042582, 452m
-8.181734, 115.042627, 454m
-8.181689, 115.042672, 456m
-8.181644, 115.042717, 458m
-8.181599, 115.042762, 460m
-8.181554, 115.042807, 462m
-8.181509, 115.042852, 464m
-8.181464, 115.042897, 466m
-8.181419, 115.042942, 468m
-8.181374, 115.042987, 470m
-8.181329, 115.043032, 472m
-8.181284, 115.043077, 474m
-8.181239, 115.043122, 476m
-8.181194, 115.043167, 478m
-8.181149, 115.043212, 480m
-8.181104, 115.043257, 482m
-8.181059, 115.043302, 484m
-8.181014, 115.043347, 486m
-8.180969, 115.043392, 488m
-8.180924, 115.043437, 490m
-8.180879, 115.043482, 492m
-8.180834, 115.043527, 494m
-8.180789, 115.043572, 496m
-8.180744, 115.043617, 498m
-8.180699, 115.043662, 500m
-8.180654, 115.043707, 502m
-8.180609, 115.043752, 504m
-8.180564, 115.043797, 506m
-8.180519, 115.043842, 508m
-8.180474, 115.043887, 510m
-8.180429, 115.043932, 512m
-8.180384, 115.043977, 514m
-8.180339, 115.044022, 516m
-8.180294, 115.044067, 518m
-8.180249, 115.044112, 520m
-8.180204, 115.044157, 522m
-8.180159, 115.044202, 524m
-8.180114, 115.044247, 526m
-8.180069, 115.044292, 528m
-8.180024, 115.044337, 530m
-8.179979, 115.044382, 532m
-8.179934, 115.044427, 534m
-8.179889, 115.044472, 536m
-8.179844, 115.044517, 538m
-8.179799, 115.044562, 540m
-8.179754, 115.044607, 542m
-8.179709, 115.044652, 544m
-8.179664, 115.044697, 546m
-8.179619, 115.044742, 548m
-8.179574, 115.044787, 550m
