-8.187000, 115.135556, 700m
-8.186900, 115.135656, 702m
-8.186800, 115.135756, 704m
-8.186700, 115.135856, 706m
-8.186600, 115.135956, 708m
-8.186500, 115.136056, 710m
-8.186400, 115.136156, 712m
-8.186300, 115.136256, 714m
-8.186200, 115.136356, 716m
-8.186100, 115.136456, 718m
-8.186000, 115.136556, 720m
-8.185900, 115.136656, 722m
-8.185800, 115.136756, 724m
-8.185700, 115.136856, 726m
-8.185600, 115.136956, 728m
-8.185500, 115.137056, 730m
-8.185400, 115.137156, 732m
-8.185300, 115.137256, 734m
-8.185200, 115.137356, 736m
-8.185100, 115.137456, 738m
-8.185000, 115.137556, 740m
-8.184900, 115.137656, 742m
-8.184800, 115.137756, 744m
-8.184700, 115.137856, 746m
-8.184600, 115.137956, 748m
-8.184500, 115.138056, 750m
-8.184400, 115.138156, 752m
-8.184300, 115.138256, 754m
-8.184200, 115.138356, 756m
-8.184100, 115.138456, 758m
-8.184000, 115.138556, 760m
-8.183900, 115.138656, 762m
-8.183800, 115.138756, 764m
-8.183700, 115.138856, 766m
-8.183600, 115.138956, 768m
-8.183500, 115.139056, 770m
-8.183400, 115.139156, 772m
-8.183300, 115.139256, 774m
-8.183200, 115.139356, 776m
-8.183100, 115.139456, 778m
-8.183000, 115.139556, 780m
-8.182900, 115.139656, 782m
-8.182800, 115.139756, 784m
-8.182700, 115.139856, 786m
-8.182600, 115.139956, 788m
-8.182500, 115.140056, 790m
-8.182400, 115.140156, 792m
-8.182300, 115.140256, 794m
-8.182200, 115.140356, 796m
-8.182100, 115.140456, 798m
-8.182000, 115.140556, 800m
-8.181900, 115.140656, 802m
-8.181800, 115.140756, 804m
-8.181700, 115.140856, 806m
-8.181600, 115.140956, 808m
-8.181500, 115.141056, 810m
-8.181400, 115.141156, 812m
-8.181300, 115.141256, 814m
-8.181200, 115.141356, 816m
-8.181100, 115.141456, 818m
-8.181000, 115.141556, 820m
-8.180900, 115.141656, 822m
-8.180800, 115.141756, 824m
-8.180700, 115.141856, 826m
-8.180600, 115.141956, 828m
-8.180500, 115.142056, 830m
-8.180400, 115.142156, 832m
-8.180300, 115.142256, 834m
-8.180200, 115.142356, 836m
-8.180100, 115.142456, 838m
-8.180000, 115.142556, 840m
-8.179900, 115.142656, 842m
-8.179800, 115.142756, 844m
-8.179700, 115.142856, 846m
-8.179600, 115.142956, 848m
-8.179500, 115.143056, 850m
-8.179400, 115.143156, 852m
-8.179300, 115.143256, 854m
-8.179200, 115.143356, 856m
-8.179100, 115.143456, 858m
-8.179000, 115.143556, 860m
-8.178900, 115.143656, 862m
-8.178800, 115.143756, 864m
-8.178700, 115.143856, 866m
-8.178600, 115.143956, 868m
-8.178500, 115.144056, 870m
-8.178400, 115.144156, 872m
-8.178300, 115.144256, 874m
-8.178200, 115.144356, 876m
-8.178100, 115.144456, 878m
-8.178000, 115.144556, 880m
-8.177900, 115.144656, 882m
-8.177800, 115.144756, 884m
-8.177700, 115.144856, 886m
-8.177600, 115.144956, 888m
-8.177500, 115.145056, 890m
