-8.237000, 115.140833, 1220m
-8.236900, 115.140933, 1222m
-8.236800, 115.141033, 1224m
-8.236700, 115.141133, 1226m
-8.236600, 115.141233, 1228m
-8.236500, 115.141333, 1230m
-8.236400, 115.141433, 1232m
-8.236300, 115.141533, 1234m
-8.236200, 115.141633, 1236m
-8.236100, 115.141733, 1238m
-8.236000, 115.141833, 1240m
-8.235900, 115.141933, 1242m
-8.235800, 115.142033, 1244m
-8.235700, 115.142133, 1246m
-8.235600, 115.142233, 1248m
-8.235500, 115.142333, 1250m
-8.235400, 115.142433, 1252m
-8.235300, 115.142533, 1254m
-8.235200, 115.142633, 1256m
-8.235100, 115.142733, 1258m
-8.235000, 115.142833, 1260m
-8.234900, 115.142933, 1262m
-8.234800, 115.143033, 1264m
-8.234700, 115.143133, 1266m
-8.234600, 115.143233, 1268m
-8.234500, 115.143333, 1270m
-8.234400, 115.143433, 1272m
-8.234300, 115.143533, 1274m
-8.234200, 115.143633, 1276m
-8.234100, 115.143733, 1278m
-8.234000, 115.143833, 1280m
-8.233900, 115.143933, 1282m
-8.233800, 115.144033, 1284m
-8.233700, 115.144133, 1286m
-8.233600, 115.144233, 1288m
-8.233500, 115.144333, 1290m
-8.233400, 115.144433, 1292m
-8.233300, 115.144533, 1294m
-8.233200, 115.144633, 1296m
-8.233100, 115.144733, 1298m
-8.233000, 115.144833, 1300m
-8.232900, 115.144933, 1302m
-8.232800, 115.145033, 1304m
-8.232700, 115.145133, 1306m
-8.232600, 115.145233, 1308m
-8.232500, 115.145333, 1310m
-8.232400, 115.145433, 1312m
-8.232300, 115.145533, 1314m
-8.232200, 115.145633, 1316m
-8.232100, 115.145733, 1318m
-8.232000, 115.145833, 1320m
-8.231900, 115.145933, 1322m
-8.231800, 115.146033, 1324m
-8.231700, 115.146133, 1326m
-8.231600, 115.146233, 1328m
-8.231500, 115.146333, 1330m
-8.231400, 115.146433, 1332m
-8.231300, 115.146533, 1334m
-8.231200, 115.146633, 1336m
-8.231100, 115.146733, 1338m
-8.231000, 115.146833, 1340m
-8.230900, 115.146933, 1342m
-8.230800, 115.147033, 1344m
-8.230700, 115.147133, 1346m
-8.230600, 115.147233, 1348m
-8.230500, 115.147333, 1350m
-8.230400, 115.147433, 1352m
-8.230300, 115.147533, 1354m
-8.230200, 115.147633, 1356m
-8.230100, 115.147733, 1358m
-8.230000, 115.147833, 1360m
-8.229900, 115.147933, 1362m
-8.229800, 115.148033, 1364m
-8.229700, 115.148133, 1366m
-8.229600, 115.148233, 1368m
-8.229500, 115.148333, 1370m
-8.229400, 115.148433, 1372m
-8.229300, 115.148533, 1374m
-8.229200, 115.148633, 1376m
-8.229100, 115.148733, 1378m
-8.229000, 115.148833, 1380m
-8.228900, 115.148933, 1382m
-8.228800, 115.149033, 1384m
-8.228700, 115.149133, 1386m
-8.228600, 115.149233, 1388m
-8.228500, 115.149333, 1390m
-8.228400, 115.149433, 1392m
-8.228300, 115.149533, 1394m
-8.228200, 115.149633, 1396m
-8.228100, 115.149733, 1398m
-8.228000, 115.149833, 1400m
-8.227900, 115.149933, 1402m
-8.227800, 115.150033, 1404m
-8.227700, 115.150133, 1406m
-8.227600, 115.150233, 1408m
-8.227500, 115.150333, 1410m
-8.227400, 115.150433, 1412m
-8.227300, 115.150533, 1414m
-8.227200, 115.150633, 1416m
-8.227100, 115.150733, 1418m
-8.227000, 115.150833, 1420m
